id;title;entity_field_name;type;table_column_name;column_width;hide_in_list;common_table_id;system;edit_in_list;client_read_only;field_values;order;not_null;validate_rules;tree_indicator;end_used;hide_in_form;sortable
257;岗位代码;code;STRING;code;160;false;20;true;false;false;NULL;2;true;{"required":true,"maxLength":50,"unique":true};false;NULL;false;false
258;名称;name;STRING;name;160;false;20;true;false;false;NULL;3;true;{"required":true,"maxLength":50,"unique":true};false;NULL;false;false
259;排序;sortNo;INTEGER;sort_no;80;false;20;true;false;false;NULL;4;false;NULL;false;NULL;false;false
260;描述;description;STRING;description;160;false;20;true;false;false;NULL;5;false;{"maxLength":200};false;NULL;false;false
262;id;id;LONG;id;80;true;21;true;false;true;NULL;1;false;NULL;false;NULL;false;false
263;名称;name;STRING;name;160;false;21;true;false;false;NULL;2;false;NULL;true;NULL;false;false
264;代码;code;STRING;code;160;false;21;true;false;false;NULL;3;false;NULL;false;NULL;false;false
265;描述;description;STRING;description;160;false;21;true;false;false;NULL;4;false;NULL;false;NULL;false;false
266;字体颜色;fontColor;STRING;font_color;160;false;21;true;false;false;NULL;5;false;NULL;false;NULL;false;false
267;背景颜色;backgroundColor;STRING;background_color;160;false;21;true;false;false;NULL;6;false;NULL;false;NULL;false;false
269;id;id;LONG;id;80;false;22;true;false;true;NULL;1;false;NULL;false;NULL;false;false
270;名称;name;STRING;name;160;false;22;true;false;false;NULL;2;true;{"required":true,"maxLength":50};false;NULL;false;false
271;描述;description;STRING;description;160;false;22;true;false;false;NULL;3;false;NULL;false;NULL;false;false
272;最后更新时间;lastModifiedTime;ZONED_DATE_TIME;last_modified_time;140;false;22;true;false;false;NULL;4;false;NULL;false;NULL;false;false
274;id;id;LONG;id;80;false;23;true;false;true;NULL;1;false;NULL;false;NULL;false;false
275;gps坐标类型;type;ENUM;type;100;false;23;true;false;false;{"BAIDU":"BAIDU","GOOGLE_MAP":"GOOGLE_MAP","GOOGLE_EART":"GOOGLE_EART","AMAP":"AMAP"};2;false;NULL;false;NULL;false;false
276;纬度;latitude;DOUBLE;latitude;100;false;23;true;false;false;NULL;3;false;NULL;false;NULL;false;false
277;经度;longitude;DOUBLE;longitude;100;false;23;true;false;false;NULL;4;false;NULL;false;NULL;false;false
278;地址描述;address;STRING;address;160;false;23;true;false;false;NULL;5;false;NULL;false;NULL;false;false
